"Country","Company Name","Department","Cost Center","Company Code"
"Find Country","Find Company Name","Find Department","Find Cost Center","0"
"HQ Houston","NESR BVI","CEMENTING           ","C011100101","1101"
"HQ Houston","NESR BVI","COILED TUBING       ","C011110101","1101"
"HQ Houston","NESR BVI","HYDRAULIC FRACTURING","C011130101","1101"
"HQ Houston","NESR BVI","PIPELINES           ","C011140101","1101"
"HQ Houston","NESR BVI","ARTIFICIAL LIFT SERV","C011180101","1101"
"HQ Houston","NESR BVI","SURFACE TESTING     ","C012300101","1101"
"HQ Houston","NESR BVI","WL LOG - OPEN HOLE  ","C012310101","1101"
"HQ Houston","NESR BVI","SLICKLINE           ","C012320101","1101"
"HQ Houston","NESR BVI","DIRECTIONAL DRILLING","C013410101","1101"
"HQ Houston","NESR BVI","TUBULAR RUNNING SERV","C013420101","1101"
"HQ Houston","NESR BVI","DRILLING FLUIDS     ","C013440101","1101"
"HQ Houston","NESR BVI","FISHING SERVICES    ","C013450101","1101"
"HQ Houston","NESR BVI","MACHINE SHOP        ","C013460101","1101"
"HQ Houston","NESR BVI","MANAGED PRESSURE DRI","C013470101","1101"
"HQ Houston","NESR BVI","MANUFACTURING       ","C013480101","1101"
"HQ Houston","NESR BVI","RIGS                ","C013490101","1101"
"HQ Houston","NESR BVI","THROUGH TUBING      ","C013500101","1101"
"HQ Houston","NESR BVI","MAINTENAN & WORKSHOP","C017700001","1101"
"HQ Houston","NESR BVI","QHSE                ","C017700002","1101"
"HQ Houston","NESR BVI","TRANSPORTATION      ","C017700003","1101"
"HQ Houston","NESR BVI","FACILITY            ","C017700004","1101"
"HQ Houston","NESR BVI","TECHNICAL MANAGEMENT","C017700005","1101"
"HQ Houston","NESR BVI","LAB CTU & CMT       ","C017700006","1101"
"HQ Houston","NESR BVI","WAREHOUSE           ","C017700007","1101"
"HQ Houston","NESR BVI","LOGISTICS           ","C017700008","1101"
"HQ Houston","NESR BVI","SUPPLY CHAIN        ","C018800001","1101"
"HQ Houston","NESR BVI","FINANCE             ","C018800002","1101"
"HQ Houston","NESR BVI","OFFICE FACILITY     ","C018800003","1101"
"HQ Houston","NESR BVI","ADMIN GOVT & SECURIT","C018800004","1101"
"HQ Houston","NESR BVI","BUSINESS DEVELOPMENT","C018800005","1101"
"HQ Houston","NESR BVI","IT                  ","C018800006","1101"
"HQ Houston","NESR BVI","HUMAN RESOURCES     ","C018800007","1101"
"HQ Houston","NESR BVI","INTERNS             ","C018800008","1101"
"HQ Houston","NESR BVI","MANAGEMENT          ","C018800009","1101"
"HQ Houston","NESR BVI","LEGAL               ","C018800010","1101"
"HQ Houston","NESR BVI","KSA HQ OVERHEAD     ","C019960001","1101"
"HQ Houston","NESR BVI","EGYPT HQ OVERHEAD   ","C019960002","1101"
"HQ Houston","NESR BVI","OMAN HQ OVERHEAD    ","C019960003","1101"
"HQ Houston","NESR BVI","ALGERIA HQ OVERHEAD ","C019960004","1101"
"HQ Houston","NESR BVI","UAE HQ OVERHEAD     ","C019960005","1101"
"HQ Houston","NESR BVI","QATAR HQ OVERHEAD   ","C019960006","1101"
"HQ Houston","NESR BVI","IRAQ HQ OVERHEAD    ","C019960007","1101"
"HQ Houston","NESR BVI","INDIA HQ OVERHEAD   ","C019960008","1101"
"HQ Houston","NESR BVI","LIBYA HQ OVERHEAD   ","C019960009","1101"
"HQ Houston","NESR BVI","INDONESIA HQ OVERH. ","C019960010","1101"
"HQ Houston","NESR BVI","KUWAIT HQ OVERHEAD  ","C019960011","1101"
"HQ Houston","NESR BVI","SSA HQ OVERHEAD     ","C019960012","1101"
"HQ Houston","NESR BVI","YEMEN HQ OVERHEAD   ","C019960013","1101"
"HQ Houston","NESR BVI","JORDAN HQ OVERHEAD  ","C019960014","1101"
"HQ Houston","NESR BVI","ELIMINATIONS        ","C019999999","1101"
"HQ Houston","NESR TEXAS","WATER & PROD ASSURAN","C024600101","1102"
"HQ Houston","NESR TEXAS","TECHNICAL MANAGEMENT","C027700005","1102"
"HQ Houston","NESR TEXAS","SUPPLY CHAIN        ","C028800001","1102"
"HQ Houston","NESR TEXAS","FINANCE             ","C028800002","1102"
"HQ Houston","NESR TEXAS","OFFICE FACILITY     ","C028800003","1102"
"HQ Houston","NESR TEXAS","ADMIN GOVT & SECURIT","C028800004","1102"
"HQ Houston","NESR TEXAS","BUSINESS DEVELOPMENT","C028800005","1102"
"HQ Houston","NESR TEXAS","IT                  ","C028800006","1102"
"HQ Houston","NESR TEXAS","HUMAN RESOURCES     ","C028800007","1102"
"HQ Houston","NESR TEXAS","INTERNS             ","C028800008","1102"
"HQ Houston","NESR TEXAS","MANAGEMENT          ","C028800009","1102"
"HQ Houston","NESR TEXAS","LEGAL               ","C028800010","1102"
"HQ Houston","NESR TEXAS","KSA HQ OVERHEAD     ","C029960001","1102"
"HQ Houston","NESR TEXAS","EGYPT HQ OVERHEAD   ","C029960002","1102"
"HQ Houston","NESR TEXAS","OMAN HQ OVERHEAD    ","C029960003","1102"
"HQ Houston","NESR TEXAS","ALGERIA HQ OVERHEAD ","C029960004","1102"
"HQ Houston","NESR TEXAS","UAE HQ OVERHEAD     ","C029960005","1102"
"HQ Houston","NESR TEXAS","QATAR HQ OVERHEAD   ","C029960006","1102"
"HQ Houston","NESR TEXAS","IRAQ HQ OVERHEAD    ","C029960007","1102"
"HQ Houston","NESR TEXAS","INDIA HQ OVERHEAD   ","C029960008","1102"
"HQ Houston","NESR TEXAS","LIBYA HQ OVERHEAD   ","C029960009","1102"
"HQ Houston","NESR TEXAS","INDONESIA HQ OVERH. ","C029960010","1102"
"HQ Houston","NESR TEXAS","KUWAIT HQ OVERHEAD  ","C029960011","1102"
"HQ Houston","NESR TEXAS","SSA HQ OVERHEAD     ","C029960012","1102"
"HQ Houston","NESR TEXAS","YEMEN HQ OVERHEAD   ","C029960013","1102"
"HQ Houston","NESR TEXAS","JORDAN HQ OVERHEAD  ","C029960014","1102"
"HQ Houston","NESR TEXAS","ELIMINATIONS        ","C029999999","1102"
"HQ Houston","NESR-USA","TECHNICAL MANAGEMENT","C037700005","1103"
"HQ Houston","NESR-USA","SUPPLY CHAIN        ","C038800001","1103"
"HQ Houston","NESR-USA","FINANCE             ","C038800002","1103"
"HQ Houston","NESR-USA","OFFICE FACILITY     ","C038800003","1103"
"HQ Houston","NESR-USA","ADMIN GOVT & SECURIT","C038800004","1103"
"HQ Houston","NESR-USA","BUSINESS DEVELOPMENT","C038800005","1103"
"HQ Houston","NESR-USA","IT                  ","C038800006","1103"
"HQ Houston","NESR-USA","HUMAN RESOURCES     ","C038800007","1103"
"HQ Houston","NESR-USA","INTERNS             ","C038800008","1103"
"HQ Houston","NESR-USA","MANAGEMENT          ","C038800009","1103"
"HQ Houston","NESR-USA","LEGAL               ","C038800010","1103"
"HQ Houston","NESR-USA","KSA HQ OVERHEAD     ","C039960001","1103"
"HQ Houston","NESR-USA","EGYPT HQ OVERHEAD   ","C039960002","1103"
"HQ Houston","NESR-USA","OMAN HQ OVERHEAD    ","C039960003","1103"
"HQ Houston","NESR-USA","ALGERIA HQ OVERHEAD ","C039960004","1103"
"HQ Houston","NESR-USA","UAE HQ OVERHEAD     ","C039960005","1103"
"HQ Houston","NESR-USA","QATAR HQ OVERHEAD   ","C039960006","1103"
"HQ Houston","NESR-USA","IRAQ HQ OVERHEAD    ","C039960007","1103"
"HQ Houston","NESR-USA","INDIA HQ OVERHEAD   ","C039960008","1103"
"HQ Houston","NESR-USA","LIBYA HQ OVERHEAD   ","C039960009","1103"
"HQ Houston","NESR-USA","INDONESIA HQ OVERH. ","C039960010","1103"
"HQ Houston","NESR-USA","KUWAIT HQ OVERHEAD  ","C039960011","1103"
"HQ Houston","NESR-USA","SSA HQ OVERHEAD     ","C039960012","1103"
"HQ Houston","NESR-USA","YEMEN HQ OVERHEAD   ","C039960013","1103"
"HQ Houston","NESR-USA","JORDAN HQ OVERHEAD  ","C039960014","1103"
"HQ Houston","NESR-USA","ELIMINATIONS        ","C039999999","1103"
"HQ Houston","NESR-UK","TECHNICAL MANAGEMENT","C047700005","1104"
"HQ Houston","NESR-UK","SUPPLY CHAIN        ","C048800001","1104"
"HQ Houston","NESR-UK","FINANCE             ","C048800002","1104"
"HQ Houston","NESR-UK","OFFICE FACILITY     ","C048800003","1104"
"HQ Houston","NESR-UK","ADMIN GOVT & SECURIT","C048800004","1104"
"HQ Houston","NESR-UK","BUSINESS DEVELOPMENT","C048800005","1104"
"HQ Houston","NESR-UK","IT                  ","C048800006","1104"
"HQ Houston","NESR-UK","HUMAN RESOURCES     ","C048800007","1104"
"HQ Houston","NESR-UK","INTERNS             ","C048800008","1104"
"HQ Houston","NESR-UK","MANAGEMENT          ","C048800009","1104"
"HQ Houston","NESR-UK","LEGAL               ","C048800010","1104"
"HQ Houston","NESR-UK","KSA HQ OVERHEAD     ","C049960001","1104"
"HQ Houston","NESR-UK","EGYPT HQ OVERHEAD   ","C049960002","1104"
"HQ Houston","NESR-UK","OMAN HQ OVERHEAD    ","C049960003","1104"
"HQ Houston","NESR-UK","ALGERIA HQ OVERHEAD ","C049960004","1104"
"HQ Houston","NESR-UK","UAE HQ OVERHEAD     ","C049960005","1104"
"HQ Houston","NESR-UK","QATAR HQ OVERHEAD   ","C049960006","1104"
"HQ Houston","NESR-UK","IRAQ HQ OVERHEAD    ","C049960007","1104"
"HQ Houston","NESR-UK","INDIA HQ OVERHEAD   ","C049960008","1104"
"HQ Houston","NESR-UK","LIBYA HQ OVERHEAD   ","C049960009","1104"
"HQ Houston","NESR-UK","INDONESIA HQ OVERH. ","C049960010","1104"
"HQ Houston","NESR-UK","KUWAIT HQ OVERHEAD  ","C049960011","1104"
"HQ Houston","NESR-UK","SSA HQ OVERHEAD     ","C049960012","1104"
"HQ Houston","NESR-UK","YEMEN HQ OVERHEAD   ","C049960013","1104"
"HQ Houston","NESR-UK","JORDAN HQ OVERHEAD  ","C049960014","1104"
"HQ Houston","NESR-UK","ELIMINATIONS        ","C049999999","1104"
"HQ Dubai","NPS Holdings Limited DIFC","TECHNICAL MANAGEMENT","C107700005","2110"
"HQ Dubai","NPS Holdings Limited DIFC","SUPPLY CHAIN        ","C108800001","2110"
"HQ Dubai","NPS Holdings Limited DIFC","FINANCE             ","C108800002","2110"
"HQ Dubai","NPS Holdings Limited DIFC","OFFICE FACILITY     ","C108800003","2110"
"HQ Dubai","NPS Holdings Limited DIFC","ADMIN GOVT & SECURIT","C108800004","2110"
"HQ Dubai","NPS Holdings Limited DIFC","BUSINESS DEVELOPMENT","C108800005","2110"
"HQ Dubai","NPS Holdings Limited DIFC","IT                  ","C108800006","2110"
"HQ Dubai","NPS Holdings Limited DIFC","HUMAN RESOURCES     ","C108800007","2110"
"HQ Dubai","NPS Holdings Limited DIFC","INTERNS             ","C108800008","2110"
"HQ Dubai","NPS Holdings Limited DIFC","MANAGEMENT          ","C108800009","2110"
"HQ Dubai","NPS Holdings Limited DIFC","LEGAL               ","C108800010","2110"
"HQ Dubai","NPS Holdings Limited DIFC","KSA HQ OVERHEAD     ","C109960001","2110"
"HQ Dubai","NPS Holdings Limited DIFC","EGYPT HQ OVERHEAD   ","C109960002","2110"
"HQ Dubai","NPS Holdings Limited DIFC","OMAN HQ OVERHEAD    ","C109960003","2110"
"HQ Dubai","NPS Holdings Limited DIFC","ALGERIA HQ OVERHEAD ","C109960004","2110"
"HQ Dubai","NPS Holdings Limited DIFC","UAE HQ OVERHEAD     ","C109960005","2110"
"HQ Dubai","NPS Holdings Limited DIFC","QATAR HQ OVERHEAD   ","C109960006","2110"
"HQ Dubai","NPS Holdings Limited DIFC","IRAQ HQ OVERHEAD    ","C109960007","2110"
"HQ Dubai","NPS Holdings Limited DIFC","INDIA HQ OVERHEAD   ","C109960008","2110"
"HQ Dubai","NPS Holdings Limited DIFC","LIBYA HQ OVERHEAD   ","C109960009","2110"
"HQ Dubai","NPS Holdings Limited DIFC","INDONESIA HQ OVERH. ","C109960010","2110"
"HQ Dubai","NPS Holdings Limited DIFC","KUWAIT HQ OVERHEAD  ","C109960011","2110"
"HQ Dubai","NPS Holdings Limited DIFC","SSA HQ OVERHEAD     ","C109960012","2110"
"HQ Dubai","NPS Holdings Limited DIFC","YEMEN HQ OVERHEAD   ","C109960013","2110"
"HQ Dubai","NPS Holdings Limited DIFC","JORDAN HQ OVERHEAD  ","C109960014","2110"
"HQ Dubai","NPS Holdings Limited DIFC","ELIMINATIONS        ","C109999999","2110"
"HQ Dubai","NESR DMCC","CEMENTING           ","C111100101","2111"
"HQ Dubai","NESR DMCC","COILED TUBING       ","C111110101","2111"
"HQ Dubai","NESR DMCC","HYDRAULIC FRACTURING","C111130101","2111"
"HQ Dubai","NESR DMCC","PIPELINES           ","C111140101","2111"
"HQ Dubai","NESR DMCC","ARTIFICIAL LIFT SERV","C111180101","2111"
"HQ Dubai","NESR DMCC","SURFACE TESTING     ","C112300101","2111"
"HQ Dubai","NESR DMCC","WL LOG - OPEN HOLE  ","C112310101","2111"
"HQ Dubai","NESR DMCC","SLICKLINE           ","C112320101","2111"
"HQ Dubai","NESR DMCC","DIRECTIONAL DRILLING","C113410101","2111"
"HQ Dubai","NESR DMCC","TUBULAR RUNNING SERV","C113420101","2111"
"HQ Dubai","NESR DMCC","DOWN HOLE TOOLS     ","C113430101","2111"
"HQ Dubai","NESR DMCC","DRILLING FLUIDS     ","C113440101","2111"
"HQ Dubai","NESR DMCC","FISHING SERVICES    ","C113450101","2111"
"HQ Dubai","NESR DMCC","MACHINE SHOP        ","C113460101","2111"
"HQ Dubai","NESR DMCC","MANAGED PRESSURE DRI","C113470101","2111"
"HQ Dubai","NESR DMCC","MANUFACTURING       ","C113480101","2111"
"HQ Dubai","NESR DMCC","RIGS                ","C113490101","2111"
"HQ Dubai","NESR DMCC","THROUGH TUBING      ","C113500101","2111"
"HQ Dubai","NESR DMCC","WATER & PROD ASSURAN","C114600101","2111"
"HQ Dubai","NESR DMCC","MAINTENAN & WORKSHOP","C117700001","2111"
"HQ Dubai","NESR DMCC","QHSE                ","C117700002","2111"
"HQ Dubai","NESR DMCC","TRANSPORTATION      ","C117700003","2111"
"HQ Dubai","NESR DMCC","FACILITY            ","C117700004","2111"
"HQ Dubai","NESR DMCC","TECHNICAL MANAGEMENT","C117700005","2111"
"HQ Dubai","NESR DMCC","LAB CTU & CMT       ","C117700006","2111"
"HQ Dubai","NESR DMCC","WAREHOUSE           ","C117700007","2111"
"HQ Dubai","NESR DMCC","LOGISTICS           ","C117700008","2111"
"HQ Dubai","NESR DMCC","SUPPLY CHAIN        ","C118800001","2111"
"HQ Dubai","NESR DMCC","FINANCE             ","C118800002","2111"
"HQ Dubai","NESR DMCC","OFFICE FACILITY     ","C118800003","2111"
"HQ Dubai","NESR DMCC","ADMIN GOVT & SECURIT","C118800004","2111"
"HQ Dubai","NESR DMCC","BUSINESS DEVELOPMENT","C118800005","2111"
"HQ Dubai","NESR DMCC","IT                  ","C118800006","2111"
"HQ Dubai","NESR DMCC","HUMAN RESOURCES     ","C118800007","2111"
"HQ Dubai","NESR DMCC","INTERNS             ","C118800008","2111"
"HQ Dubai","NESR DMCC","MANAGEMENT          ","C118800009","2111"
"HQ Dubai","NESR DMCC","LEGAL               ","C118800010","2111"
"HQ Dubai","NESR DMCC","KSA HQ OVERHEAD     ","C119960001","2111"
"HQ Dubai","NESR DMCC","EGYPT HQ OVERHEAD   ","C119960002","2111"
"HQ Dubai","NESR DMCC","OMAN HQ OVERHEAD    ","C119960003","2111"
"HQ Dubai","NESR DMCC","ALGERIA HQ OVERHEAD ","C119960004","2111"
"HQ Dubai","NESR DMCC","UAE HQ OVERHEAD     ","C119960005","2111"
"HQ Dubai","NESR DMCC","QATAR HQ OVERHEAD   ","C119960006","2111"
"HQ Dubai","NESR DMCC","IRAQ HQ OVERHEAD    ","C119960007","2111"
"HQ Dubai","NESR DMCC","INDIA HQ OVERHEAD   ","C119960008","2111"
"HQ Dubai","NESR DMCC","LIBYA HQ OVERHEAD   ","C119960009","2111"
"HQ Dubai","NESR DMCC","INDONESIA HQ OVERH. ","C119960010","2111"
"HQ Dubai","NESR DMCC","KUWAIT HQ OVERHEAD  ","C119960011","2111"
"HQ Dubai","NESR DMCC","SSA HQ OVERHEAD     ","C119960012","2111"
"HQ Dubai","NESR DMCC","YEMEN HQ OVERHEAD   ","C119960013","2111"
"HQ Dubai","NESR DMCC","JORDAN HQ OVERHEAD  ","C119960014","2111"
"HQ Dubai","NESR DMCC","ELIMINATIONS        ","C119999999","2111"
"KSA","Energy Oilfield Supplies DMCC","CEMENTING           ","C121100101","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD CEMENTING  ","C121109901","2112"
"KSA","Energy Oilfield Supplies DMCC","COILED TUBING       ","C121110101","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD CTU        ","C121119901","2112"
"KSA","Energy Oilfield Supplies DMCC","HYDRAULIC FRACTURING","C121130101","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD FRAC       ","C121139901","2112"
"KSA","Energy Oilfield Supplies DMCC","PROD & SPECIAL CHEM ","C121160101","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD LOGGING    ","C122319901","2112"
"KSA","Energy Oilfield Supplies DMCC","DIRECTIONAL DRILLING","C123410101","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD DRILLING   ","C123419901","2112"
"KSA","Energy Oilfield Supplies DMCC","TUBULAR RUNNING SERV","C123420101","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD TRS        ","C123429901","2112"
"KSA","Energy Oilfield Supplies DMCC","RIGS                ","C123490101","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD RIGS       ","C123499901","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD ESG COST   ","C124609901","2112"
"KSA","Energy Oilfield Supplies DMCC","TECHNICAL MANAGEMENT","C127700005","2112"
"KSA","Energy Oilfield Supplies DMCC","LOGISTICS           ","C127700008","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD TECH. MANAG","C127709905","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD LOGISTICS  ","C127709908","2112"
"KSA","Energy Oilfield Supplies DMCC","SUPPLY CHAIN        ","C128800001","2112"
"KSA","Energy Oilfield Supplies DMCC","FINANCE             ","C128800002","2112"
"KSA","Energy Oilfield Supplies DMCC","OFFICE FACILITY     ","C128800003","2112"
"KSA","Energy Oilfield Supplies DMCC","ADMIN GOVT & SECURIT","C128800004","2112"
"KSA","Energy Oilfield Supplies DMCC","BUSINESS DEVELOPMENT","C128800005","2112"
"KSA","Energy Oilfield Supplies DMCC","IT                  ","C128800006","2112"
"KSA","Energy Oilfield Supplies DMCC","HUMAN RESOURCES     ","C128800007","2112"
"KSA","Energy Oilfield Supplies DMCC","INTERNS             ","C128800008","2112"
"KSA","Energy Oilfield Supplies DMCC","MANAGEMENT          ","C128800009","2112"
"KSA","Energy Oilfield Supplies DMCC","LEGAL               ","C128800010","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD SUPPL CHAIN","C128809901","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD FINANCE    ","C128809902","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD OFFICE FACI","C128809903","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD ADMIN GOVT ","C128809904","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD MARKETING  ","C128809905","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD IT         ","C128809906","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD HUMAN RESOU","C128809907","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD INTERNS    ","C128809908","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD MANAGEMENT ","C128809909","2112"
"KSA","Energy Oilfield Supplies DMCC","OVERHEAD LEGAL      ","C128809910","2112"
"KSA","Energy Oilfield Supplies DMCC","HUB - SUPPLY CHAIN  ","C128890001","2112"
"KSA","Energy Oilfield Supplies DMCC","HUB - FINANCE       ","C128890002","2112"
"KSA","Energy Oilfield Supplies DMCC","HUB - FACILITY      ","C128890003","2112"
"KSA","Energy Oilfield Supplies DMCC","HUB-ADMIN,GOVT&SECUR","C128890004","2112"
"KSA","Energy Oilfield Supplies DMCC","HUB - MARKETING     ","C128890005","2112"
"KSA","Energy Oilfield Supplies DMCC","HUB - IT            ","C128890006","2112"
"KSA","Energy Oilfield Supplies DMCC","HUB - HR            ","C128890007","2112"
"KSA","Energy Oilfield Supplies DMCC","HUB - INTERNS       ","C128890008","2112"
"KSA","Energy Oilfield Supplies DMCC","HUB - MANAGEMENT    ","C128890009","2112"
"KSA","Energy Oilfield Supplies DMCC","TUBULAR RUNNING SERV","C128890015","2112"
"KSA","Energy Oilfield Supplies DMCC","RIGS                ","C128890016","2112"
"KSA","Energy Oilfield Supplies DMCC","HUB- LOGISTICS      ","C128890017","2112"
"KSA","Energy Oilfield Supplies DMCC","KSA HQ OVERHEAD     ","C129960001","2112"
"KSA","Energy Oilfield Supplies DMCC","EGYPT HQ OVERHEAD   ","C129960002","2112"
"KSA","Energy Oilfield Supplies DMCC","OMAN HQ OVERHEAD    ","C129960003","2112"
"KSA","Energy Oilfield Supplies DMCC","ALGERIA HQ OVERHEAD ","C129960004","2112"
"KSA","Energy Oilfield Supplies DMCC","UAE HQ OVERHEAD     ","C129960005","2112"
"KSA","Energy Oilfield Supplies DMCC","QATAR HQ OVERHEAD   ","C129960006","2112"
"KSA","Energy Oilfield Supplies DMCC","IRAQ HQ OVERHEAD    ","C129960007","2112"
"KSA","Energy Oilfield Supplies DMCC","INDIA HQ OVERHEAD   ","C129960008","2112"
"KSA","Energy Oilfield Supplies DMCC","LIBYA HQ OVERHEAD   ","C129960009","2112"
"KSA","Energy Oilfield Supplies DMCC","INDONESIA HQ OVERH. ","C129960010","2112"
"KSA","Energy Oilfield Supplies DMCC","KUWAIT HQ OVERHEAD  ","C129960011","2112"
"KSA","Energy Oilfield Supplies DMCC","SSA HQ OVERHEAD     ","C129960012","2112"
"KSA","Energy Oilfield Supplies DMCC","YEMEN HQ OVERHEAD   ","C129960013","2112"
"KSA","Energy Oilfield Supplies DMCC","JORDAN HQ OVERHEAD  ","C129960014","2112"
"KSA","Energy Oilfield Supplies DMCC","ELIMINATIONS        ","C129999999","2112"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","CEMENTING           ","C131100101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","COILED TUBING       ","C131110101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","FILTRATION          ","C131120101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","HYDRAULIC FRACTURING","C131130101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","PIPELINES           ","C131140101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","ARTIFICIAL LIFT SERV","C131180101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","SURFACE TESTING     ","C132300101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","WL LOG - OPEN HOLE  ","C132310101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","SLICKLINE           ","C132320101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","DIRECTIONAL DRILLING","C133410101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","TUBULAR RUNNING SERV","C133420101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","DRILLING FLUIDS     ","C133440101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","FISHING SERVICES    ","C133450101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","MACHINE SHOP        ","C133460101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","MANAGED PRESSURE DRI","C133470101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","MANUFACTURING       ","C133480101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","RIGS                ","C133490101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","THROUGH TUBING      ","C133500101","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","TECHNICAL MANAGEMENT","C137700005","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","LOGISTICS           ","C137700008","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","SUPPLY CHAIN        ","C138800001","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","FINANCE             ","C138800002","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","OFFICE FACILITY     ","C138800003","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","ADMIN GOVT & SECURIT","C138800004","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","BUSINESS DEVELOPMENT","C138800005","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","IT                  ","C138800006","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","HUMAN RESOURCES     ","C138800007","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","INTERNS             ","C138800008","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","MANAGEMENT          ","C138800009","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","LEGAL               ","C138800010","2113"
"EOS JAFZA","Energy Oilfield Supplies JAFZA","ELIMINATIONS        ","C139999999","2113"
"HQ Dubai","Taqaat Prof Services DMCC","TECHNICAL MANAGEMENT","C147700005","2114"
"HQ Dubai","Taqaat Prof Services DMCC","SUPPLY CHAIN        ","C148800001","2114"
"HQ Dubai","Taqaat Prof Services DMCC","FINANCE             ","C148800002","2114"
"HQ Dubai","Taqaat Prof Services DMCC","OFFICE FACILITY     ","C148800003","2114"
"HQ Dubai","Taqaat Prof Services DMCC","ADMIN GOVT & SECURIT","C148800004","2114"
"HQ Dubai","Taqaat Prof Services DMCC","BUSINESS DEVELOPMENT","C148800005","2114"
"HQ Dubai","Taqaat Prof Services DMCC","IT                  ","C148800006","2114"
"HQ Dubai","Taqaat Prof Services DMCC","HUMAN RESOURCES     ","C148800007","2114"
"HQ Dubai","Taqaat Prof Services DMCC","INTERNS             ","C148800008","2114"
"HQ Dubai","Taqaat Prof Services DMCC","MANAGEMENT          ","C148800009","2114"
"HQ Dubai","Taqaat Prof Services DMCC","LEGAL               ","C148800010","2114"
"HQ Dubai","Taqaat Prof Services DMCC","ELIMINATIONS        ","C149999999","2114"
"UAE","NESR Energy Services LLC","CEMENTING           ","C151100101","2115"
"UAE","NESR Energy Services LLC","CEMENT DHT          ","C151100201","2115"
"UAE","NESR Energy Services LLC","COILED TUBING       ","C151110101","2115"
"UAE","NESR Energy Services LLC","HYDRAULIC FRACTURING","C151130101","2115"
"UAE","NESR Energy Services LLC","HYDRAULIC FRAC UNCON","C151130301","2115"
"UAE","NESR Energy Services LLC","PIPELINES           ","C151140101","2115"
"UAE","NESR Energy Services LLC","NITROGEN            ","C151150101","2115"
"UAE","NESR Energy Services LLC","STIMULATION         ","C151170101","2115"
"UAE","NESR Energy Services LLC","SURFACE TESTING     ","C152300101","2115"
"UAE","NESR Energy Services LLC","MP FLOW METER       ","C152300201","2115"
"UAE","NESR Energy Services LLC","OVERHEAD WTS        ","C152309901","2115"
"UAE","NESR Energy Services LLC","WL LOG - OPEN HOLE  ","C152310101","2115"
"UAE","NESR Energy Services LLC","WL LOG-CASED HOLE   ","C152310201","2115"
"UAE","NESR Energy Services LLC","OVERHEAD DRILLING   ","C153419901","2115"
"UAE","NESR Energy Services LLC","WATER & PROD ASSURAN","C154600101","2115"
